UI_SECTION,UI_TAB,UI_PANEL,UI_FIELD_NAME,UI_SHORT_LABEL,FIELD_DESCRIPTION,JAVA_CLASS,JAVA_PROPERTY,DB_TABLE,DB_COLUMN,DATA_TYPE,LOOKUP_TABLE,LOOKUP_COLUMN,LOOKUP_DESCRIPTION_COLUMN,FIELD_ORIGIN,CUSTOM_ATTRIBUTE_ID,REQUIRED,READ_ONLY,CONFIDENCE,SOURCE_FILE,NOTES
Institutional Proposal Custom Data,International Activity,institutional Proposal Custom Data,Will these staff be BU employees? (Y/N),emp_contr,emp_contr,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,750,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 750; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,International Activity,institutional Proposal Custom Data,Will these staff be third party contractors? (Y/N),3rd_party,3rd_party,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,753,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 753; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,International Activity,institutional Proposal Custom Data,Will you be conducting human subject research internationally? (Y/N),hum_sub,hum_sub,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,790,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 790; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,International Activity,institutional Proposal Custom Data,Will you be hiring temporary or permanent staff internationally? (Y/N),temp_perm,temp_perm,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,740,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 740; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,International Activity,institutional Proposal Custom Data,Will you be incurring in-country operational expenses? (Y/N),op_exp,op_exp,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,770,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 770; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,International Activity,institutional Proposal Custom Data,Will you be opening and operating an in-country bank account? (Y/N),bank_acct,bank_acct,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,780,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 780; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,International Activity,institutional Proposal Custom Data,Will you be renting or leasing office or research space? (Y/N),rent_lease,rent_lease,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,760,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 760; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Location of Research,institutional Proposal Custom Data,Building Name,bldg_name,bldg_name,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,800,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 800; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Location of Research,institutional Proposal Custom Data,Private Use (Y/N),private_use,private_use,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Boolean,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,830,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 830; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Location of Research,institutional Proposal Custom Data,Room Number,room_num,room_num,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,820,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 820; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Location of Research,institutional Proposal Custom Data,Street Address,str_add,str_add,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,811,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 811; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,NSF HERD Survey Data,institutional Proposal Custom Data,NSF Activity Type,NSF_Activity_Type,NSF_Activity_Type,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,10,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 10; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,NSF HERD Survey Data,institutional Proposal Custom Data,Reason for Waiver,Reason_for_Waiver,Reason_for_Waiver,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,11,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 11; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Project Relationships,institutional Proposal Custom Data,"If this a Dual-Funded Award, select the other Sponsored Award ID.",dual_funded,dual_funded,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,2,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 2; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Project Relationships,institutional Proposal Custom Data,Previous Competitive Segment,competitive_segments,competitive_segments,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,1,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 1; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Space,institutional Proposal Custom Data,Funds Center Name 1,fc_name_1,fc_name_1,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,600,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 600; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Space,institutional Proposal Custom Data,Funds Center Name 2,fc_name_2,fc_name_2,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,620,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 620; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Space,institutional Proposal Custom Data,Funds Center Name 3,fc_name_3,fc_name_3,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,String,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,640,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 640; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Space,institutional Proposal Custom Data,Space Allocation % 1,sp_all_1,sp_all_1,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,610,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 610; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Space,institutional Proposal Custom Data,Space Allocation % 2,sp_all_2,sp_all_2,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,630,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 630; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Space,institutional Proposal Custom Data,Space Allocation % 3,sp_all_3,sp_all_3,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,650,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 650; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Training Grant Supplemental Data,institutional Proposal Custom Data,Post-Doctoral Trainee Count,postdoc-trainee,postdoc-trainee,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,4,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 4; VALUE is generic EAV storage, not the field name"
Institutional Proposal Custom Data,Training Grant Supplemental Data,institutional Proposal Custom Data,Pre-Doctoral Trainee Count,predoc_trainee,predoc_trainee,org.kuali.kra.institutionalproposal.customdata.InstitutionalProposalCustomData,value,PROPOSAL_CUSTOM_DATA,VALUE,Number,CUSTOM_ATTRIBUTE,ID,LABEL,BU_CUSTOM_ATTRIBUTE,3,,,HIGH,KCOEUS.CUSTOM_ATTRIBUTE + CUSTOM_ATTRIBUTE_DOCUMENT (production),"logical field is CUSTOM_ATTRIBUTE_ID 3; VALUE is generic EAV storage, not the field name"
Institutional Proposal Distribution,Cost Sharing,institutional Proposal Cost Share,Amount,,Amount,org.kuali.kra.institutionalproposal.home.InstitutionalProposalCostShare,amount,PROPOSAL_COST_SHARING,AMOUNT,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalCostShare.tag,
