DOMAIN,TABLE_NAME,EXTRACT_TYPE,ROW_COUNT,COLUMN_COUNT,PRIMARY_KEY,LINEAGE_KEYS,CONTAINS_PII,NOTES
Award,AWARD_TEMPLATE_REPORT_TERMS,FULL,135,12,TEMPLATE_REPORT_TERMS_ID,,N,
Award,AWARD_TEMPLATE_TERMS,FULL,528,7,AWARD_TEMPLATE_TERMS_ID,,N,
Award,AWARD_TEMPL_REP_TERMS_RECNT,EMPTY,0,9,TEMPL_REP_TERMS_RECNT_ID,ROLODEX_ID,N,"no rows in production; columns documented, no data file"
Award,AWARD_TRANSACTION_TYPE,FULL,20,7,AWARD_TRANSACTION_TYPE_CODE,,N,
Award,AWARD_TRANSFERRING_SPONSOR,EMPTY,0,9,AWARD_TRANSFERRING_SPONSOR_ID,"AWARD_ID,AWARD_NUMBER,SEQUENCE_NUMBER,SPONSOR_CODE",N,"no rows in production; columns documented, no data file"
Award,AWARD_TRANSMISSION,SAMPLE,121142,18,TRANSMISSION_ID,"AWARD_ID,SPONSOR_CODE",N,
Award,AWARD_TRANSMISSION_CHILD,SAMPLE,118716,15,TRANSMISSION_CHILD_ID,"AWARD_ID,AWARD_NUMBER",N,
Award,AWARD_TYPE,FULL,19,6,AWARD_TYPE_CODE,,N,
Award,AWARD_UNIT_CONTACTS,SAMPLE,386214,14,AWARD_UNIT_CONTACT_ID,"AWARD_ID,AWARD_NUMBER,SEQUENCE_NUMBER,PERSON_ID",Y,PII: send column structure + masked sample only
Award,AWD_BGT_DET_CAL_AMTS_EXT,SAMPLE,620219,6,BUDGET_DETAILS_CAL_AMTS_ID,,N,
Award,AWD_BGT_PER_SUM_CALC_AMT,FULL,3,11,AWD_BGT_PER_SUM_CALC_AMT_ID,,N,
Award,AWD_BUDGET_PER_CAL_AMTS_EXT,EMPTY,0,6,BUDGET_PERSONNEL_CAL_AMTS_ID,,N,"no rows in production; columns documented, no data file"
Award,AWD_BUDGET_PER_DET_EXT,EMPTY,0,6,BUDGET_PERSONNEL_DETAILS_ID,,N,"no rows in production; columns documented, no data file"
Award,PENDING_TRANSACTIONS,SAMPLE,92885,17,TRANSACTION_ID,DOCUMENT_NUMBER,N,
Award,TIME_AND_MONEY_DOCUMENT,SAMPLE,81617,8,DOCUMENT_NUMBER,"AWARD_NUMBER,DOCUMENT_NUMBER",N,
Award,TIME_AND_MONEY_POSTS,EMPTY,0,9,,"AWARD_ID,DOCUMENT_NUMBER",N,"no rows in production; columns documented, no data file"
Award,TRANSACTION_DETAILS,SAMPLE,313515,19,TRANSACTION_DETAIL_ID,"AWARD_NUMBER,SEQUENCE_NUMBER",N,
BU custom fields,AWARD_CUSTOM_DATA,SAMPLE,6930491,10,AWARD_CUSTOM_DATA_ID,"AWARD_ID,AWARD_NUMBER,SEQUENCE_NUMBER,CUSTOM_ATTRIBUTE_ID",N,EAV: join to CUSTOM_ATTRIBUTE; see custom_fields/ extracts
BU custom fields,AWARD_EXTENSION,SAMPLE,282464,31,AWARD_ID,AWARD_ID,N,BU extension table
BU custom fields,BU_PRIMARY_ACAD_APPT,FULL,7747,5,ENTITY_ID,,N,
BU custom fields,BU_VERSION_LOG,FULL,10,3,,,N,
BU custom fields,CUSTOM_ATTRIBUTE,FULL,107,13,ID,,N,
BU custom fields,CUSTOM_ATTRIBUTE_DATA_TYPE,FULL,5,6,DATA_TYPE_CODE,,N,
BU custom fields,CUSTOM_ATTRIBUTE_DOCUMENT,FULL,146,10,"DOCUMENT_TYPE_CODE,CUSTOM_ATTRIBUTE_ID",CUSTOM_ATTRIBUTE_ID,N,
BU custom fields,CUSTOM_ATTRIBUTE_DOC_VALUE,SAMPLE,1197810,7,"DOCUMENT_NUMBER,CUSTOM_ATTRIBUTE_ID","DOCUMENT_NUMBER,CUSTOM_ATTRIBUTE_ID",N,
BU custom fields,NEGOTIATION_CUSTOM_DATA,SAMPLE,94736,9,NEGOTIATION_CUSTOM_DATA_ID,"NEGOTIATION_ID,NEGOTIATION_NUMBER,CUSTOM_ATTRIBUTE_ID",N,EAV: join to CUSTOM_ATTRIBUTE; see custom_fields/ extracts
BU custom fields,PENDING_TRANSACTIONS_EXTENSION,SAMPLE,92912,2,,,N,BU extension table
BU custom fields,PERSON_CUSTOM_DATA,EMPTY,0,8,PERSON_CUSTOM_DATA_ID,"PERSON_ID,CUSTOM_ATTRIBUTE_ID",Y,"PII: send column structure + masked sample only; EAV: join to CUSTOM_ATTRIBUTE; see custom_fields/ extracts; no rows in production; columns documented, no data file"
BU custom fields,PROPOSAL_CUSTOM_DATA,SAMPLE,3857822,10,PROPOSAL_CUSTOM_DATA_ID,"PROPOSAL_ID,PROPOSAL_NUMBER,SEQUENCE_NUMBER,CUSTOM_ATTRIBUTE_ID",N,EAV: join to CUSTOM_ATTRIBUTE; see custom_fields/ extracts
BU custom fields,PROPOSAL_EXTENSION,SAMPLE,122360,7,PROPOSAL_ID,PROPOSAL_ID,N,BU extension table
BU custom fields,PROPOSAL_LOG_EXTENSION,SAMPLE,33149,2,PROPOSAL_NUMBER,PROPOSAL_NUMBER,N,BU extension table
BU custom fields,SUBAWARD_CUSTOM_DATA,SAMPLE,1037255,10,SUBAWARD_CUSTOM_DATA_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER,CUSTOM_ATTRIBUTE_ID",N,EAV: join to CUSTOM_ATTRIBUTE; see custom_fields/ extracts
BU custom fields,SUBAWARD_EXTENSION,SAMPLE,93060,2,SUBAWARD_ID,SUBAWARD_ID,N,BU extension table
Institutional Proposal,INSTITUTE_PROPOSAL_DOCUMENT,SAMPLE,130121,5,DOCUMENT_NUMBER,DOCUMENT_NUMBER,N,
Institutional Proposal,IP_REVIEW,SAMPLE,36869,13,IP_REVIEW_ID,"PROPOSAL_NUMBER,SEQUENCE_NUMBER",N,
Institutional Proposal,IP_REVIEW_ACTIVITY_TYPE,FULL,7,6,IP_REVIEW_ACTIVITY_TYPE_CODE,,N,
Institutional Proposal,IP_REVIEW_REQ_TYPE,FULL,4,6,IP_REVIEW_REQ_TYPE_CODE,,N,
Institutional Proposal,IP_REVIEW_RESULT_TYPE,FULL,4,6,IP_REVIEW_RESULT_TYPE_CODE,,N,
Institutional Proposal,PROPOSAL,SAMPLE,130121,53,PROPOSAL_ID,"PROPOSAL_ID,PROPOSAL_NUMBER,SEQUENCE_NUMBER,DOCUMENT_NUMBER,SPONSOR_CODE,ROLODEX_ID",N,
Institutional Proposal,PROPOSAL_ADMIN_DETAILS,EMPTY,0,15,PROPOSAL_ADMIN_DETAIL_ID,,N,"no rows in production; columns documented, no data file"
Institutional Proposal,PROPOSAL_ATTACHMENTS,SAMPLE,466200,18,PROPOSAL_ATTACHMENTS_ID,"PROPOSAL_ID,PROPOSAL_NUMBER,SEQUENCE_NUMBER",N,"binary payload: send metadata columns, not file content"
Institutional Proposal,PROPOSAL_ATTACHMENT_TYPE,FULL,7,7,ATTACHMENT_TYPE_CODE,,N,
Institutional Proposal,PROPOSAL_CFDA,FULL,22,10,PROPOSAL_CFDA_ID,"PROPOSAL_ID,PROPOSAL_NUMBER,SEQUENCE_NUMBER",N,
Institutional Proposal,PROPOSAL_COMMENTS,SAMPLE,88955,10,PROPOSAL_COMMENTS_ID,"PROPOSAL_ID,PROPOSAL_NUMBER,SEQUENCE_NUMBER",N,
Institutional Proposal,PROPOSAL_COST_SHARING,FULL,2524,14,PROPOSAL_COST_SHARING_ID,"PROPOSAL_ID,PROPOSAL_NUMBER,SEQUENCE_NUMBER,UNIT_NUMBER",N,
Institutional Proposal,PROPOSAL_EXEMPT_NUMBER,FULL,49,7,PROPOSAL_EXEMPT_NUMBER_ID,,N,
Institutional Proposal,PROPOSAL_FNA_RATE,EMPTY,0,17,PROPOSAL_FNA_RATE_ID,"PROPOSAL_ID,PROPOSAL_NUMBER,SEQUENCE_NUMBER",N,"no rows in production; columns documented, no data file"
Institutional Proposal,PROPOSAL_INV_CERTIFICATION,EMPTY,0,9,"PROPOSAL_NUMBER,PROP_PERSON_NUMBER",PROPOSAL_NUMBER,N,"no rows in production; columns documented, no data file"
Institutional Proposal,PROPOSAL_IP_REVIEW_JOIN,SAMPLE,130121,7,PROPOSAL_IP_REVIEW_JOIN_ID,PROPOSAL_ID,N,
Institutional Proposal,PROPOSAL_IP_REV_ACTIVITY,EMPTY,0,12,PROPOSAL_IP_REV_ACTIVITY_ID,"PROPOSAL_NUMBER,SEQUENCE_NUMBER",N,"no rows in production; columns documented, no data file"
Institutional Proposal,PROPOSAL_LOG,SAMPLE,37996,24,PROPOSAL_NUMBER,"PROPOSAL_NUMBER,SPONSOR_CODE,ROLODEX_ID",N,
Institutional Proposal,PROPOSAL_LOG_STATUS,FULL,5,6,PROPOSAL_LOG_STATUS_CODE,,N,
Institutional Proposal,PROPOSAL_LOG_TYPE,FULL,2,6,PROPOSAL_LOG_TYPE_CODE,,N,
Institutional Proposal,PROPOSAL_NOTEPAD,FULL,6954,14,PROPOSAL_NOTEPAD_ID,"PROPOSAL_ID,PROPOSAL_NUMBER",N,
Institutional Proposal,PROPOSAL_NOTIFICATION,EMPTY,0,12,NOTIFICATION_ID,DOCUMENT_NUMBER,N,"no rows in production; columns documented, no data file"
Institutional Proposal,PROPOSAL_PERSONS,SAMPLE,147794,19,PROPOSAL_PERSON_ID,"PROPOSAL_ID,PROPOSAL_NUMBER,SEQUENCE_NUMBER,PERSON_ID,ROLODEX_ID",Y,PII: send column structure + masked sample only
Institutional Proposal,PROPOSAL_PERSON_UNITS,SAMPLE,144276,8,PROPOSAL_PERSON_UNIT_ID,UNIT_NUMBER,N,
Institutional Proposal,PROPOSAL_PERS_UNIT_CRED_SPLITS,SAMPLE,125263,8,PPU_CREDIT_SPLIT_ID,,N,
Institutional Proposal,PROPOSAL_PER_CREDIT_SPLIT,SAMPLE,129043,8,PROPOSAL_PER_CREDIT_SPLIT_ID,,N,
Institutional Proposal,PROPOSAL_SCIENCE_KEYWORD,EMPTY,0,9,PROPOSAL_SCIENCE_KEYWORD_ID,"PROPOSAL_ID,PROPOSAL_NUMBER,SEQUENCE_NUMBER",N,"no rows in production; columns documented, no data file"
