DOMAIN,TABLE_NAME,COLUMN_ID,COLUMN_NAME,DATA_TYPE,NULLABLE,DATA_DEFAULT,ORACLE_COLUMN_COMMENT,UI_FIELD_NAME,FIELD_DESCRIPTION,JAVA_OBJECT,JAVA_PROPERTY,LOOKUP_TABLE,LOOKUP_COLUMN,FIELD_ORIGIN,MAPPING_PRIORITY,EXTRACT_TYPE,CONTAINS_PII
Reference / lookup,TARGET_ROLE,7,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.coeus.common.framework.unit.sync.TargetRoleInfo,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,TARGET_ROLE,8,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.common.framework.unit.sync.TargetRoleInfo,objectId,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,TBN,1,TBN_ID,VARCHAR2(9),N,,,TBN Id,TBN Id,org.kuali.coeus.common.budget.framework.personnel.TbnPerson,tbnId,,,LOOKUP_REFERENCE,HIGH,FULL,N
Reference / lookup,TBN,2,PERSON_NAME,VARCHAR2(90),N,,,Person Name,Person Name,org.kuali.coeus.common.budget.framework.personnel.TbnPerson,personName,,,LOOKUP_REFERENCE,HIGH,FULL,N
Reference / lookup,TBN,3,JOB_CODE,VARCHAR2(6),Y,,,Job Code,Job Code,org.kuali.coeus.common.budget.framework.personnel.TbnPerson,jobCode,JOB_CODE,JOB_CODE,LOOKUP_REFERENCE,HIGH,FULL,N
Reference / lookup,TBN,4,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.common.budget.framework.personnel.TbnPerson,updateTimestamp,,,LOOKUP_REFERENCE,NOT_FOR_HURON,FULL,N
Reference / lookup,TBN,5,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.common.budget.framework.personnel.TbnPerson,updateUser,,,LOOKUP_REFERENCE,NOT_FOR_HURON,FULL,N
Reference / lookup,TBN,6,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.coeus.common.budget.framework.personnel.TbnPerson,versionNumber,,,LOOKUP_REFERENCE,NOT_FOR_HURON,FULL,N
Reference / lookup,TBN,7,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.common.budget.framework.personnel.TbnPerson,objectId,,,LOOKUP_REFERENCE,NOT_FOR_HURON,FULL,N
Reference / lookup,TBN,8,ACTIVE_FLAG,CHAR(1),N,'Y',,Is Active,Is Active,org.kuali.coeus.common.budget.framework.personnel.TbnPerson,active,,,LOOKUP_REFERENCE,HIGH,FULL,N
Reference / lookup,USER_ROLES,1,USER_ID,VARCHAR2(10),N,,,,,,,,,,,EMPTY,N
Reference / lookup,USER_ROLES,2,ROLE_ID,"NUMBER(5,0)",N,,,,,,,,,,,EMPTY,N
Reference / lookup,USER_ROLES,3,UNIT_NUMBER,VARCHAR2(20),N,,,,,,,,,,,EMPTY,N
Reference / lookup,USER_ROLES,4,DESCEND_FLAG,CHAR(1),N,,,,,,,,,,,EMPTY,N
Reference / lookup,USER_ROLES,5,UPDATE_TIMESTAMP,DATE,N,,,,,,,,,,,EMPTY,N
Reference / lookup,USER_ROLES,6,UPDATE_USER,VARCHAR2(60),N,,,,,,,,,,,EMPTY,N
Reference / lookup,USER_ROLES,7,VER_NBR,"NUMBER(8,0)",N,1,,,,,,,,,,EMPTY,N
Reference / lookup,USER_ROLES,8,OBJ_ID,VARCHAR2(36),N,,,,,,,,,,,EMPTY,N
Reference / lookup,VALID_AWARD_BASIS_PAYMENT,1,VALID_AWARD_BASIS_PAYMENT_ID,"NUMBER(12,0)",N,,,Valid Award Basis Payment Id,Valid Award Basis Payment Id,org.kuali.kra.award.home.ValidAwardBasisPayment,validAwardBasisPaymentId,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_AWARD_BASIS_PAYMENT,2,AWARD_TYPE_CODE,"NUMBER(3,0)",N,,,Award Type Code,Award Type Code,org.kuali.kra.award.home.ValidAwardBasisPayment,awardTypeCode,AWARD_TYPE,AWARD_TYPE_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_AWARD_BASIS_PAYMENT,3,BASIS_OF_PAYMENT_CODE,VARCHAR2(3),N,,,Basis Of Payment Code,Basis Of Payment Code,org.kuali.kra.award.home.ValidAwardBasisPayment,basisOfPaymentCode,AWARD_BASIS_OF_PAYMENT,BASIS_OF_PAYMENT_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_AWARD_BASIS_PAYMENT,4,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.kra.award.home.ValidAwardBasisPayment,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_AWARD_BASIS_PAYMENT,5,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.kra.award.home.ValidAwardBasisPayment,updateUser,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_AWARD_BASIS_PAYMENT,6,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.kra.award.home.ValidAwardBasisPayment,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_AWARD_BASIS_PAYMENT,7,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.kra.award.home.ValidAwardBasisPayment,objectId,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_BASIS_METHOD_PMT,1,VALID_BASIS_METHOD_PMT_ID,"NUMBER(12,0)",N,,,Valid Basis Method Pmt Id,Valid Basis Method Pmt Id,org.kuali.kra.award.home.ValidBasisMethodPayment,validBasisMethodPaymentId,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_BASIS_METHOD_PMT,2,BASIS_OF_PAYMENT_CODE,VARCHAR2(3),N,,,Basis Of Payment Code,Basis Of Payment Code,org.kuali.kra.award.home.ValidBasisMethodPayment,basisOfPaymentCode,AWARD_BASIS_OF_PAYMENT,BASIS_OF_PAYMENT_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_BASIS_METHOD_PMT,3,METHOD_OF_PAYMENT_CODE,VARCHAR2(3),N,,,Method Of Payment Code,Method Of Payment Code,org.kuali.kra.award.home.ValidBasisMethodPayment,methodOfPaymentCode,AWARD_METHOD_OF_PAYMENT,METHOD_OF_PAYMENT_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_BASIS_METHOD_PMT,4,FREQUENCY_INDICATOR,CHAR(1),Y,,,,,,,,,,,FULL,N
Reference / lookup,VALID_BASIS_METHOD_PMT,5,INV_INSTRUCTIONS_INDICATOR,CHAR(1),N,,,Inv Instructions Indicator,Inv Instructions Indicator,org.kuali.kra.award.home.ValidBasisMethodPayment,invInstructionsIndicator,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_BASIS_METHOD_PMT,6,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.kra.award.home.ValidBasisMethodPayment,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_BASIS_METHOD_PMT,7,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.kra.award.home.ValidBasisMethodPayment,updateUser,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_BASIS_METHOD_PMT,8,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.kra.award.home.ValidBasisMethodPayment,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_BASIS_METHOD_PMT,9,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.kra.award.home.ValidBasisMethodPayment,objectId,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CALC_TYPES,1,CALC_TYPE_ID,VARCHAR2(8),N,,,Calc Type Id,Calc Type Id,org.kuali.coeus.common.budget.framework.calculator.ValidCalcType,calcTypeId,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CALC_TYPES,2,RATE_CLASS_TYPE,CHAR(1),N,,,Rate Class Type,Rate Class Type,org.kuali.coeus.common.budget.framework.calculator.ValidCalcType,rateClassType,RATE_CLASS_TYPE,RATE_CLASS_TYPE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CALC_TYPES,3,DEPENDENT_SEQ_NUMBER,"NUMBER(3,0)",N,,,Dependent Seq Number,Dependent Seq Number,org.kuali.coeus.common.budget.framework.calculator.ValidCalcType,dependentSeqNumber,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CALC_TYPES,4,DEPENDENT_RATE_CLASS_TYPE,CHAR(1),Y,,,Dependent Rate Class Type,Dependent Rate Class Type,org.kuali.coeus.common.budget.framework.calculator.ValidCalcType,dependentRateClassType,RATE_CLASS_TYPE,RATE_CLASS_TYPE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CALC_TYPES,5,RATE_CLASS_CODE,VARCHAR2(3),Y,,,Rate Class Code,Rate Class Code,org.kuali.coeus.common.budget.framework.calculator.ValidCalcType,rateClassCode,RATE_CLASS,RATE_CLASS_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CALC_TYPES,6,RATE_TYPE_CODE,VARCHAR2(3),Y,,,Rate Type Code,Rate Type Code,org.kuali.coeus.common.budget.framework.calculator.ValidCalcType,rateTypeCode,RATE_TYPE,RATE_CLASS_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CALC_TYPES,7,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.common.budget.framework.calculator.ValidCalcType,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CALC_TYPES,8,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.common.budget.framework.calculator.ValidCalcType,updateUser,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CALC_TYPES,9,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.coeus.common.budget.framework.calculator.ValidCalcType,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CALC_TYPES,10,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.common.budget.framework.calculator.ValidCalcType,objectId,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CE_JOB_CODES,1,COST_ELEMENT,VARCHAR2(8),N,,,Cost Element,Cost Element,org.kuali.coeus.common.budget.framework.personnel.ValidCeJobCode,costElement,COST_ELEMENT,COST_ELEMENT,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VALID_CE_JOB_CODES,2,JOB_CODE,VARCHAR2(6),N,,,Job Code,Job Code,org.kuali.coeus.common.budget.framework.personnel.ValidCeJobCode,jobCode,JOB_CODE,JOB_CODE,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VALID_CE_JOB_CODES,3,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.common.budget.framework.personnel.ValidCeJobCode,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VALID_CE_JOB_CODES,4,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.common.budget.framework.personnel.ValidCeJobCode,updateUser,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VALID_CE_JOB_CODES,5,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.coeus.common.budget.framework.personnel.ValidCeJobCode,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VALID_CE_JOB_CODES,6,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.common.budget.framework.personnel.ValidCeJobCode,objectId,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VALID_CE_RATE_TYPES,1,ACTIVE_FLAG,VARCHAR2(1),N,'Y',,Active,Active,org.kuali.coeus.common.budget.framework.rate.ValidCeRateType,active,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CE_RATE_TYPES,2,COST_ELEMENT,VARCHAR2(8),N,,,Cost Element,Cost Element,org.kuali.coeus.common.budget.framework.rate.ValidCeRateType,costElement,COST_ELEMENT,COST_ELEMENT,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CE_RATE_TYPES,3,RATE_CLASS_CODE,VARCHAR2(3),N,,,Rate Class Code,Rate Class Code,org.kuali.coeus.common.budget.framework.rate.ValidCeRateType,rateClassCode,RATE_CLASS,RATE_CLASS_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CE_RATE_TYPES,4,RATE_TYPE_CODE,VARCHAR2(3),N,,,Rate Type Code,Rate Type Code,org.kuali.coeus.common.budget.framework.rate.ValidCeRateType,rateTypeCode,RATE_TYPE,RATE_CLASS_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CE_RATE_TYPES,5,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.common.budget.framework.rate.ValidCeRateType,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CE_RATE_TYPES,6,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.common.budget.framework.rate.ValidCeRateType,updateUser,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CE_RATE_TYPES,7,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.coeus.common.budget.framework.rate.ValidCeRateType,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CE_RATE_TYPES,8,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.common.budget.framework.rate.ValidCeRateType,objectId,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CLASS_REPORT_FREQ,1,VALID_CLASS_REPORT_FREQ_ID,"NUMBER(12,0)",N,,,Valid Class Report Freq Id,Valid Class Report Freq Id,org.kuali.kra.award.paymentreports.ValidClassReportFrequency,validClassReportFreqId,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CLASS_REPORT_FREQ,2,REPORT_CLASS_CODE,VARCHAR2(3),N,,,Report Class Code,Report Class Code,org.kuali.kra.award.paymentreports.ValidClassReportFrequency,reportClassCode,REPORT_CLASS,REPORT_CLASS_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CLASS_REPORT_FREQ,3,REPORT_CODE,VARCHAR2(3),N,,,Report Code,Report Code,org.kuali.kra.award.paymentreports.ValidClassReportFrequency,reportCode,REPORT,REPORT_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CLASS_REPORT_FREQ,4,FREQUENCY_CODE,VARCHAR2(3),N,,,Frequency Code,Frequency Code,org.kuali.kra.award.paymentreports.ValidClassReportFrequency,frequencyCode,FREQUENCY,FREQUENCY_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_CLASS_REPORT_FREQ,5,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.kra.award.paymentreports.ValidClassReportFrequency,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CLASS_REPORT_FREQ,6,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.kra.award.paymentreports.ValidClassReportFrequency,updateUser,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CLASS_REPORT_FREQ,7,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.kra.award.paymentreports.ValidClassReportFrequency,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_CLASS_REPORT_FREQ,8,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.kra.award.paymentreports.ValidClassReportFrequency,objectId,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_FREQUENCY_BASE,1,VALID_FREQUENCY_BASE_ID,"NUMBER(12,0)",N,,,Valid Frequency Base Id,Valid Frequency Base Id,org.kuali.kra.award.paymentreports.ValidFrequencyBase,validFrequencyBaseId,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_FREQUENCY_BASE,2,FREQUENCY_CODE,VARCHAR2(3),N,,,Frequency Code,Frequency Code,org.kuali.kra.award.paymentreports.ValidFrequencyBase,frequencyCode,FREQUENCY,FREQUENCY_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_FREQUENCY_BASE,3,FREQUENCY_BASE_CODE,VARCHAR2(3),N,,,Frequency Base Code,Frequency Base Code,org.kuali.kra.award.paymentreports.ValidFrequencyBase,frequencyBaseCode,FREQUENCY_BASE,FREQUENCY_BASE_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_FREQUENCY_BASE,4,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.kra.award.paymentreports.ValidFrequencyBase,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_FREQUENCY_BASE,5,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.kra.award.paymentreports.ValidFrequencyBase,updateUser,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_FREQUENCY_BASE,6,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.kra.award.paymentreports.ValidFrequencyBase,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_FREQUENCY_BASE,7,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.kra.award.paymentreports.ValidFrequencyBase,objectId,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_NARR_FORMS,1,VALID_NARR_FORMS_ID,"NUMBER(12,0)",N,,,Valid Narr Forms Id,Valid Narr Forms Id,org.kuali.coeus.propdev.impl.attachment.ValidNarrForms,validNarrFormsId,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_NARR_FORMS,2,FORM_NAME,VARCHAR2(100),N,,,Form Name,Form Name,org.kuali.coeus.propdev.impl.attachment.ValidNarrForms,formName,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_NARR_FORMS,3,NARRATIVE_TYPE_CODE,VARCHAR2(3),N,,,Narrative Type Code,Narrative Type Code,org.kuali.coeus.propdev.impl.attachment.ValidNarrForms,narrativeTypeCode,NARRATIVE_TYPE,NARRATIVE_TYPE_CODE,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_NARR_FORMS,4,MANDATORY,VARCHAR2(3),Y,,,Mandatory,Mandatory,org.kuali.coeus.propdev.impl.attachment.ValidNarrForms,mandatory,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VALID_NARR_FORMS,5,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.propdev.impl.attachment.ValidNarrForms,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_NARR_FORMS,6,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.propdev.impl.attachment.ValidNarrForms,updateUser,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_NARR_FORMS,7,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.propdev.impl.attachment.ValidNarrForms,objectId,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_NARR_FORMS,8,VER_NBR,"NUMBER(8,0)",Y,,,,,,,,,,,FULL,N
Reference / lookup,VALID_RATES,1,VALID_RATES_ID,"NUMBER(12,0)",N,,,Valid Rates Id,Valid Rates Id,org.kuali.kra.award.home.ValidRates,validRatesId,,,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VALID_RATES,2,ON_CAMPUS_RATE,"NUMBER(5,2)",N,,,On Campus Rate,On Campus Rate,org.kuali.kra.award.home.ValidRates,onCampusRate,,,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VALID_RATES,3,OFF_CAMPUS_RATE,"NUMBER(5,2)",N,,,Off Campus Rate,Off CampusContractContract Rate,org.kuali.kra.award.home.ValidRates,offCampusRate,,,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VALID_RATES,4,RATE_CLASS_TYPE,VARCHAR2(1),N,,,Rate Class Type,Rate Class Type,org.kuali.kra.award.home.ValidRates,rateClassType,,,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VALID_RATES,5,ADJUSTMENT_KEY,VARCHAR2(6),N,,,Adjustment Key,Adjustment Key,org.kuali.kra.award.home.ValidRates,adjustmentKey,,,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VALID_RATES,6,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.kra.award.home.ValidRates,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VALID_RATES,7,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.kra.award.home.ValidRates,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VALID_RATES,8,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.kra.award.home.ValidRates,updateUser,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VALID_RATES,9,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.kra.award.home.ValidRates,objectId,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VALID_RATES,10,ICR_RATE_CODE,VARCHAR2(3),Y,,,ICR Rate Code,ICR Rate Code,org.kuali.kra.award.home.ValidRates,icrRateCode,,,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VALID_SP_REV_APPROVAL,1,EXEMPT_NUMBER_FLAG,CHAR(1),N,,,Exempt Number Flag,Validate Exempt Number is required or not,org.kuali.coeus.common.framework.compliance.core.ValidSpecialReviewApproval,exemptNumberFlag,,,CORE_KUALI,MEDIUM,FULL,N
Reference / lookup,VALID_SP_REV_APPROVAL,2,SPECIAL_REVIEW_CODE,VARCHAR2(3),Y,,,Special Review Type Code,Special Review Type Code,org.kuali.coeus.common.framework.compliance.core.ValidSpecialReviewApproval,specialReviewTypeCode,SPECIAL_REVIEW,SPECIAL_REVIEW_CODE,CORE_KUALI,MEDIUM,FULL,N
Reference / lookup,VALID_SP_REV_APPROVAL,3,APPROVAL_TYPE_CODE,VARCHAR2(3),Y,,,Special Review Approval Type Code,Special Review Approval Type Code,org.kuali.coeus.common.framework.compliance.core.ValidSpecialReviewApproval,approvalTypeCode,SP_REV_APPROVAL_TYPE,APPROVAL_TYPE_CODE,CORE_KUALI,MEDIUM,FULL,N
Reference / lookup,VALID_SP_REV_APPROVAL,4,PROTOCOL_NUMBER_FLAG,CHAR(1),N,,,Protocol Number Flag,Validate Protocol Number,org.kuali.coeus.common.framework.compliance.core.ValidSpecialReviewApproval,protocolNumberFlag,,,CORE_KUALI,MEDIUM,FULL,N
Reference / lookup,VALID_SP_REV_APPROVAL,5,APPROVAL_DATE_FLAG,CHAR(1),N,,,Approval Date Flag,Validate Approval Date,org.kuali.coeus.common.framework.compliance.core.ValidSpecialReviewApproval,approvalDateFlag,,,CORE_KUALI,MEDIUM,FULL,N
Reference / lookup,VALID_SP_REV_APPROVAL,6,APPLICATION_DATE_FLAG,CHAR(1),N,,,Application Date Flag,Validate Application Date,org.kuali.coeus.common.framework.compliance.core.ValidSpecialReviewApproval,applicationDateFlag,,,CORE_KUALI,MEDIUM,FULL,N
Reference / lookup,VALID_SP_REV_APPROVAL,7,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.common.framework.compliance.core.ValidSpecialReviewApproval,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_SP_REV_APPROVAL,8,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.common.framework.compliance.core.ValidSpecialReviewApproval,updateUser,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_SP_REV_APPROVAL,9,VER_NBR,"NUMBER(8,0)",N,1,,,,,,,,,,FULL,N
Reference / lookup,VALID_SP_REV_APPROVAL,10,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.common.framework.compliance.core.ValidSpecialReviewApproval,objectId,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Reference / lookup,VALID_SP_REV_APPROVAL,11,VALID_SP_REV_APPROVAL_ID,"NUMBER(12,0)",N,,,Valid Special Review Approval Id,Valid Special Review Approval Id,org.kuali.coeus.common.framework.compliance.core.ValidSpecialReviewApproval,validSpecialReviewApprovalId,,,CORE_KUALI,HIGH,FULL,N
Reference / lookup,VAL_SRC_ACNTS_COST_TYP,1,CODE,"NUMBER(12,0)",N,,,Valid source accounts cost share type code,Valid source accounts cost share type code,org.kuali.coeus.common.budget.framework.core.ValidSourceAccountsCostShareType,code,,,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VAL_SRC_ACNTS_COST_TYP,2,COST_SHARE_TYPE_CODE,"NUMBER(3,0)",N,,,Cost Share Type Code,Cost Share Type Code,org.kuali.coeus.common.budget.framework.core.ValidSourceAccountsCostShareType,costShareTypeCode,COST_SHARE_TYPE,COST_SHARE_TYPE_CODE,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VAL_SRC_ACNTS_COST_TYP,3,SOURCE_ACCOUNT_CODE,"NUMBER(12,0)",N,,,Source account code,Source account code,org.kuali.coeus.common.budget.framework.core.ValidSourceAccountsCostShareType,sourceAccountCode,ACCOUNT,CODE,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VAL_SRC_ACNTS_COST_TYP,4,ACTIVE,CHAR(1),N,,,Active,Active,org.kuali.coeus.common.budget.framework.core.ValidSourceAccountsCostShareType,active,,,CORE_KUALI,HIGH,EMPTY,N
Reference / lookup,VAL_SRC_ACNTS_COST_TYP,5,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.common.budget.framework.core.ValidSourceAccountsCostShareType,updateUser,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VAL_SRC_ACNTS_COST_TYP,6,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.common.budget.framework.core.ValidSourceAccountsCostShareType,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VAL_SRC_ACNTS_COST_TYP,7,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.coeus.common.budget.framework.core.ValidSourceAccountsCostShareType,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VAL_SRC_ACNTS_COST_TYP,8,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.common.budget.framework.core.ValidSourceAccountsCostShareType,objectId,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Reference / lookup,VERSION_HISTORY,1,VERSION_HISTORY_ID,"NUMBER(22,0)",N,,,,,org.kuali.coeus.common.framework.version.history.VersionHistory,versionHistoryId,,,CORE_KUALI,HIGH,SAMPLE,N
Reference / lookup,VERSION_HISTORY,2,SEQ_OWNER_CLASS_NAME,VARCHAR2(256),N,,,,,org.kuali.coeus.common.framework.version.history.VersionHistory,sequenceOwnerClassName,,,CORE_KUALI,LOW,SAMPLE,N
Reference / lookup,VERSION_HISTORY,3,SEQ_OWNER_VERSION_NAME_FIELD,VARCHAR2(32),N,,,,,org.kuali.coeus.common.framework.version.history.VersionHistory,sequenceOwnerVersionNameField,,,CORE_KUALI,LOW,SAMPLE,N
